moped_component_id,component_name,component_name_full,component_subtype,component_work_types,type_name,line_geometry,substantial_completion_date,pre_annualized_crash_rate,post_annualized_crash_rate,delta_crash_rate,pre_annualized_fatal_crash_rate,post_annualized_fatal_crash_rate,delta_fatal_crash_rate,pre_annualized_injury_rate,post_annualized_injury_rate,delta_injury_rate,pre_annualized_death_rate,post_annualized_death_rate,delta_death_rate,pre_annualized_cost,post_annualized_cost,delta_comp_cost
844,Intersection,Intersection - Improvement,Improvement,NA,NA,"LINESTRING (620660.7108613192 3355529.542190612, 620660.5763517105 3355528.176591083, 620660.1779915097 3355526.863382068, 620659.5311824988 3355525.653166315, 620658.6606027783 3355524.592437263, 620657.5998406032 3355523.721912393, 620656.3896797545 3355523.075073311, 620655.0764810361 3355522.676706924, 620653.7108436341 3355522.542225577, 620652.3452125576 3355522.676643023, 620651.0320469982 3355523.074997515, 620649.8219023719 3355523.721887241, 620648.7611118403 3355524.592442241, 620647.8905266339 3355525.653197203, 620647.243674628 3355526.863401194, 620646.8453971916 3355528.176554342, 620646.7108681516 3355529.542170453, 620646.8453794619 3355530.907769759, 620647.2437410692 3355532.220978246, 620647.8905509843 3355533.431193251, 620648.7611309621 3355534.491921444, 620649.8218927096 3355535.36244548, 620651.0320512886 3355536.009394704, 620652.3452497283 3355536.40764983, 620653.7108853929 3355536.542131064, 620655.0765147702 3355536.407713843, 620656.3896789207 3355536.009359878, 620657.5998226441 3355535.362470899, 620658.6606129197 3355534.491916757, 620659.5311024091 3355533.431161566, 620660.178051602 3355532.220959326, 620660.576330543 3355530.90780661, 620660.7108613192 3355529.542190612)",2020-05-28 05:00:00+00:00,1.713113152237639,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,174737.54152823918,NA,NA
846,Signal,Signal - Traffic,Traffic,Modification,NA,"LINESTRING (620244.8007430327 3356525.613321568, 620244.6662980469 3356524.247616823, 620244.2679301514 3356522.934532476, 620243.6210462579 3356521.724227431, 620242.7505123188 3356520.663528867, 620241.6897249914 3356519.792929313, 620240.479559063 3356519.146131659, 620239.1663730748 3356518.74781036, 620237.800763238 3356518.613265153, 620236.4351674102 3356518.747729602, 620235.1219448328 3356519.146128227, 620233.9117430707 3356519.792947668, 620232.8509838397 3356520.663539045, 620231.9805146888 3356521.724324777, 620231.3335718508 3356522.934438738, 620230.935278798 3356524.247605015, 620230.8008074992 3356525.61322604, 620230.9352541871 3356526.97893056, 620231.3336234933 3356528.29201438, 620231.980508288 3356529.502318677, 620232.8510424861 3356530.563016383, 620233.9118306094 3356531.433504275, 620235.1219942707 3356532.080412068, 620236.4351787551 3356532.478732936, 620237.8007868537 3356532.613278028, 620239.1663809806 3356532.478813804, 620240.479602147 3356532.080415706, 620241.6898030081 3356531.433597014, 620242.7505619802 3356530.563006497, 620243.6210315573 3356529.5022216, 620244.2679754404 3356528.292108324, 620244.6662699981 3356526.97894248, 620244.8007430327 3356525.613321568)",2020-02-06 06:00:00+00:00,1.228763666947014,0.3034267912772586,-0.9253368756697555,0.0,0.0,0.0,1.228763666947014,0.0,-1.228763666947014,0.0,0.0,0.0,411635.82842724974,30949.532710280375,-380686.29571696935
847,Intersection,Intersection - Improvement,Improvement,NA,NA,"LINESTRING (621020.2817773694 3359190.062364792, 621020.147286764 3359188.69675, 621019.748934933 3359187.383513406, 621019.1020185691 3359186.173368501, 621018.2314959355 3359185.11259164, 621017.1707485175 3359184.242010709, 621015.9605435139 3359183.595220138, 621014.6474196508 3359183.196789496, 621013.2817637259 3359183.06235296, 621011.9161003068 3359183.196816852, 621010.6029674255 3359183.595222762, 621009.3927134036 3359184.242058038, 621008.3320404053 3359185.112569696, 621007.461498169 3359186.173401638, 621006.8146079229 3359187.383582494, 621006.4162038919 3359188.696724031, 621006.2817457571 3359190.062343613, 621006.4162380673 3359191.427958181, 621006.8145925403 3359192.74108342, 621007.4614124646 3359193.951337334, 621008.3320314654 3359195.012114405, 621009.3927796875 3359195.882583672, 621010.6029824135 3359196.529484383, 621011.9161060024 3359196.927803766, 621013.2817589572 3359197.062351015, 621014.6474206739 3359196.927887348, 621015.9605521447 3359196.529481966, 621017.170709154 3359195.882646371, 621018.2314780047 3359195.01213664, 621019.1020206669 3359193.951305536, 621019.7489119594 3359192.741125366, 621020.1472213875 3359191.427983194, 621020.2817773694 3359190.062364792)",2020-02-06 06:00:00+00:00,0.1524893017430331,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,15553.908777789376,NA,NA
848,Bike Lane,Bike Lane - Protected Two-Way,Protected Two-Way,Parking Mod,NA,"MULTILINESTRING ((620328.9001021872 3353819.123158281, 620338.5045750772 3353931.770672372, 620385.8654386351 3354066.510294448, 620389.4622730045 3354075.79535467, 620393.5818031232 3354089.444520647, 620396.6423229031 3354102.972495453, 620399.1771833553 3354116.37873362, 620400.6316850018 3354127.424243678, 620400.8994836765 3354138.618265928, 620400.1160344346 3354150.087100404, 620397.8867801204 3354161.707795348, 620394.198965495 3354172.422908295, 620389.9596596227 3354181.166634747, 620384.0207487177 3354190.98870701, 620374.8391594314 3354205.062412698, 620369.0345333136 3354215.14500657, 620365.31438821 3354223.224108024, 620362.8964652717 3354230.367010393, 620361.0118510039 3354237.765407074, 620360.0475377118 3354245.155666051, 620359.6056134414 3354252.143352482, 620360.0950661312 3354259.774983869, 620360.9727047281 3354267.008547945, 620362.3758666248 3354273.842788658, 620364.0283119655 3354279.881399034, 620366.0686968869 3354284.994895759, 620368.7706767421 3354290.624557116, 620373.3564072192 3354299.525713839, 620385.4900799033 3354322.299411221, 620440.469928102 3354423.579876836, 620476.3226853438 3354490.191514151, 620521.1997823777 3354573.02266589, 620555.4907447631 3354629.788067515, 620623.8460249738 3354767.928916354, 620640.2309390339 3354786.929410076, 620719.2405406993 3354936.521546143, 620742.0453902314 3354975.863277169, 620726.0655389033 3355016.163956344, 620723.952020742 3355021.494151517, 620723.1660062573 3355023.47636588, 620716.5440417911 3355040.176542784, 620689.3506529216 3355118.964500584, 620678.0419401565 3355151.729573571, 620677.2471208539 3355154.031135022))",2020-05-15 05:00:00+00:00,0.22337418928627528,0.46956857115308387,0.2461943818668086,0.0,0.0,0.0,0.093350407462921,0.2817411426918503,0.1883907352289293,0.0,0.0,0.0,60257.68801731551,100370.28208397167,40112.594066656166
850,Signal,Signal - Traffic,Traffic,Modification,NA,"LINESTRING (621217.7497814215 3360055.58697225, 621217.6152359969 3360054.221351181, 621217.2168476888 3360052.908213773, 621216.5700106439 3360051.697942506, 621215.6994829843 3360050.6372555, 621214.6387424541 3360049.76665, 621213.4285510582 3360049.119832161, 621212.1153459738 3360048.721482321, 621210.74970436 3360048.587016209, 621209.3841453076 3360048.721452069, 621208.0709145201 3360049.119829366, 621206.860741122 3360049.766640735, 621205.8000346193 3360050.637241738, 621204.9294421135 3360051.697945644, 621204.2825742897 3360052.908226083, 621203.88426816 3360054.22136277, 621203.7496937852 3360055.58698092, 621203.8842409129 3360056.952601762, 621204.2825345298 3360058.265737574, 621204.9294685797 3360059.476009162, 621205.7999964979 3360060.536695307, 621206.8607366008 3360061.407299971, 621208.0709269498 3360062.054117123, 621209.3841305268 3360062.452466529, 621210.7497704026 3360062.586932528, 621212.1153277496 3360062.452496892, 621213.4285571272 3360062.054120124, 621214.6387296225 3360061.407309506, 621215.69953197 3360060.536710429, 621216.570028801 3360059.476006293, 621217.2168976717 3360058.265726541, 621217.6152053076 3360056.952590286, 621217.7497814215 3360055.58697225)",2020-08-17 05:00:00+00:00,0.7287388810374927,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,111497.04879873637,NA,NA
851,Bike Lane,Bike Lane - Protected Two-Way,Protected Two-Way,Parking Mod,NA,"MULTILINESTRING ((620430.5012496776 3353478.978168119, 620406.5762226089 3353560.034445739, 620398.8763890665 3353574.397708869, 620368.0688305083 3353615.2077805, 620358.4783306206 3353630.977947591, 620350.860054887 3353648.028344558, 620343.241800499 3353665.078857298, 620338.2557950915 3353684.053646991, 620335.2372560846 3353703.65675696, 620328.9001021872 3353819.123158281))",2019-10-25 05:00:00+00:00,0.23768026662704425,0.4215204742637714,0.18384020763672718,0.0,0.0,0.0,0.1616225813063901,0.36130326365466126,0.19968068234827116,0.0,0.0,0.0,64810.655103862424,127178.74880644075,62368.09370257833
852,Green Infrastructure,Green Infrastructure - Rain Garden,Rain Garden,New,NA,"LINESTRING (620915.5150494776 3358402.160220367, 620915.3805306575 3358400.79460908, 620914.9822272491 3358399.481490969, 620914.3353453036 3358398.27124572, 620913.4648418169 3358397.210481805, 620912.4041024568 3358396.339915833, 620911.1938978103 3358395.693141696, 620909.8806741631 3358395.294727306, 620908.5151117287 3358395.16019859, 620907.1494468738 3358395.294790514, 620905.8363223779 3358395.693101808, 620904.6260862781 3358396.339951717, 620903.5653488744 3358397.210474847, 620902.6947597107 3358398.271204893, 620902.0479342976 3358399.481503693, 620901.6496155846 3358400.794649234, 620901.5150702158 3358402.160267459, 620901.6495907403 3358403.52587852, 620902.0478955589 3358404.838996105, 620902.694778407 3358406.049240604, 620903.5652821511 3358407.11000366, 620904.6261172009 3358407.980569863, 620905.8363195715 3358408.62745414, 620907.1494468255 3358409.025756203, 620908.5151036384 3358409.160285872, 620909.8806694424 3358409.025803934, 620911.1938898769 3358408.627383407, 620912.4040289563 3358407.980533179, 620913.4648622216 3358407.110011976, 620914.3353556931 3358406.049281699, 620914.9822782704 3358404.838984651, 620915.3805984885 3358403.525839544, 620915.5150494776 3358402.160220367)",2024-05-15 05:00:00+00:00,0.15759101123595506,NA,NA,0.0,NA,NA,0.15759101123595506,NA,NA,0.0,NA,NA,44755.847191011235,NA,NA
853,Crossing Island,Crossing Island - Ped,Ped,Parking Mod,NA,"LINESTRING (620339.3619640958 3353810.655841991, 620339.2274788858 3353809.290141853, 620338.8291014212 3353807.977062821, 620338.1822414802 3353806.766874464, 620337.3116789472 3353805.706070277, 620336.2509114938 3353804.835476208, 620335.0407293212 3353804.188683175, 620333.7275987994 3353803.790366635, 620332.3619365109 3353803.655824187, 620330.996289558 3353803.79029047, 620329.6831263643 3353804.188691114, 620328.472914717 3353804.835510729, 620327.4121839399 3353805.706101606, 620326.5416966577 3353806.766774423, 620325.8947896736 3353807.97699675, 620325.4964038439 3353809.290158255, 620325.361905762 3353810.655774499, 620325.4964888309 3353812.021475475, 620325.8947715453 3353813.334552919, 620326.5416311657 3353814.544851355, 620327.412195178 3353815.605543858, 620328.4729622044 3353816.476137092, 620329.683143334 3353817.122929438, 620330.9962711292 3353817.521356374, 620332.3619329068 3353817.655787882, 620333.7275781591 3353817.521321824, 620335.0407399448 3353817.122921705, 620336.2509506906 3353816.476102838, 620337.3116812104 3353815.605512818, 620338.1822650754 3353814.544841898, 620338.8290769467 3353813.334619194, 620339.22746428 3353812.021458122, 620339.3619640958 3353810.655841991)",2020-05-09 05:00:00+00:00,0.33970160821546214,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,34649.564037977136,NA,NA
855,Bike Lane,Bike Lane,NA,NA,NA,"MULTILINESTRING ((621677.1871693074 3363359.117117062, 621803.6633030438 3363287.641698229))",2018-10-19 05:00:00+00:00,0.24225944439104105,0.370811523675291,0.12855207928424997,0.0,0.0,0.0,0.22119340574834181,0.28979387984707616,0.06860047409873435,0.0,0.0,0.0,98715.45707968855,122741.73039974549,24026.273320056935
856,Roadway,Roadway - Shoulder,Shoulder,NA,NA,"MULTILINESTRING ((606807.8107569123 3338603.858884666, 606354.1842828982 3339191.292244764, 605089.4851181248 3339810.833857418, 603463.2681185361 3340593.920712308))",2016-02-09 06:00:00+00:00,0.3843725335438043,0.24472461790504516,-0.13964791563875914,0.0,0.0,0.0,0.5031785893664347,0.13131564863197545,-0.37186294073445925,0.0,0.0,0.0,242615.94317284925,63294.14264061217,-179321.80053223707
857,Bike Lane,Bike Lane,NA,NA,NA,"MULTILINESTRING ((621483.8080306111 3346170.560612817, 621525.53563907 3346147.9725387, 621573.4182142395 3346125.955641645))",2014-12-17 06:00:00+00:00,0.4406514765155877,0.21339207663079138,-0.22725939988479635,0.0,0.0,0.0,0.21031093197334869,0.13536064562400946,-0.07495028634933923,0.0,0.0,0.0,142891.25606646377,63753.271610724645,-79137.98445573912
858,Roadway,Roadway - Widening,Widening,Construction / Curb modification / Widening,NA,"MULTILINESTRING ((626212.8900425535 3361840.563372453, 626273.5182900007 3361799.302987064), (627169.6549775839 3361318.396717572, 627201.1901756779 3361311.364688088), (627226.6867672247 3361305.012800937, 627256.2986986706 3361299.967055478))",2015-08-11 05:00:00+00:00,0.3811105507538737,0.21782320235321112,-0.16328734840066256,0.0,0.0006521652765066201,0.0006521652765066201,0.3391883901709476,0.15130234414953586,-0.18788604602141173,0.0,0.0006521652765066201,0.0006521652765066201,167067.4321339756,72867.07850936116,-94200.35362461445
859,Bike Lane,Bike Lane - Buffered,Buffered,NA,NA,"MULTILINESTRING ((607346.5598037977 3340805.453024043, 607525.1639591912 3340869.949908522, 607633.7463113054 3340935.483434943, 607704.2089515198 3340992.42733187, 607746.7881425718 3341034.761131597, 607784.8420753009 3341079.109673895, 607819.5513430767 3341126.830140201, 607850.8464006179 3341176.713295101, 607877.4695978224 3341229.585405056, 607897.0828025956 3341275.905662447, 607913.8088260911 3341324.138447772, 607943.2272587245 3341439.952936973, 607958.0681313362 3341545.837772556))",2014-11-14 06:00:00+00:00,0.48942248740621824,0.24278769430427663,-0.2466347931019416,0.0,0.0,0.0,0.3970786218578752,0.15415091701858832,-0.24292770483928686,0.0,0.0,0.0,148091.85717987776,78300.95829959195,-69790.89888028581
861,Signage,Signage - Linear,Linear,NA,NA,"MULTILINESTRING ((620904.3683639949 3352195.407407189, 620913.5966248014 3352190.691370858))",2016-07-05 05:00:00+00:00,0.25945913947729315,0.29439871232239323,0.034939572845100075,0.0,0.0,0.0,0.15855836301390136,0.12311218878936445,-0.035446174224536914,0.0,0.0,0.0,79149.45193721204,101653.19901299218,22503.747075780135
862,Signage,Signage - Linear,Linear,NA,NA,"MULTILINESTRING ((625330.6802910747 3348295.889307068, 625344.1174934299 3348287.047435066))",2016-07-05 05:00:00+00:00,0.37148790100436496,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,18945.882951222615,NA,NA
863,Signage,Signage - Linear,Linear,NA,NA,"MULTILINESTRING ((622423.3595236731 3344688.754956065, 622417.2643547881 3344692.215938817))",2016-07-05 05:00:00+00:00,0.3363746114769631,0.36736259435439816,0.03098798287743504,0.0,0.0,0.0,0.4075307792893976,0.24283290135290728,-0.16469787793649035,0.0,0.0,0.0,179507.60516318705,120613.23415659402,-58894.371006593035
866,Signage,Signage - Linear,Linear,NA,NA,"MULTILINESTRING ((625549.2793694345 3359423.261519402, 625565.4736863297 3359449.520383755), (625846.0495422719 3359677.58970374, 625815.7907070648 3359691.187294991), (625897.8256937682 3359692.831828131, 625948.1661545146 3359698.831556945), (626085.7068871895 3360129.716193605, 626119.9176385913 3360114.747686574), (626373.9918466291 3360176.46547245, 626347.0555111247 3360191.345231518), (626799.2701674356 3360717.603274836, 626809.4077255975 3360735.337770561))",2014-06-03 05:00:00+00:00,0.47871120415035956,0.2427246296552679,-0.23598657449509167,0.0,0.0,0.0,0.531901337944844,0.18008601555068263,-0.35181532239416136,0.0,0.0,0.0,388819.87803768093,66717.95384814638,-322101.92418953456
867,Roadway,Roadway - Shoulder,Shoulder,NA,NA,"MULTILINESTRING ((618706.5411770636 3364786.322379153, 618758.9259430148 3364827.133886552, 618818.0284955796 3364837.690785739, 618907.0293831283 3364857.026855469, 619001.8357403199 3364840.024138473, 619160.4917752214 3364747.87880335, 619243.4272548577 3364700.847854855, 619510.720386819 3364544.900513979, 619543.7649389009 3364542.974163574, 619565.5937507829 3364558.556630755, 619707.4722659229 3364615.345468069, 619755.0044807936 3364620.557316323, 619829.2310578175 3364577.89912077, 619880.4688930833 3364549.540483499, 619939.4401403391 3364518.040020104, 620002.5321138997 3364524.586108891, 620146.4820247936 3364632.551978639, 620272.4502363635 3364639.676346106))",2014-06-20 05:00:00+00:00,0.4391702505227464,0.21298100518482163,-0.22618924533792475,0.0,0.003549683419747027,0.003549683419747027,0.3004849082524054,0.12068923627139892,-0.1797956719810065,0.0,0.003549683419747027,0.003549683419747027,113629.52376683269,73219.31989912193,-40410.20386771076
868,Bike Lane,Bike Lane - Climbing,Climbing,NA,NA,"MULTILINESTRING ((619014.2530705644 3349887.520639432, 619133.3638664184 3350107.630312998))",2014-08-14 05:00:00+00:00,0.41194254295963284,0.23889185201334573,-0.1730506909462871,0.0,0.0,0.0,0.29751405880417925,0.21329629644048725,-0.084217762363692,0.0,0.0,0.0,162488.44750074405,71889.38375230183,-90599.06374844222
869,Bike Lane,Bike Lane,NA,NA,NA,"MULTILINESTRING ((619346.1879783376 3350489.645430887, 619374.8738888428 3350542.629219541, 619403.232948278 3350593.788332606, 619414.1364553572 3350613.160106251, 619441.8307692286 3350684.746907077, 619462.8655692923 3350747.576637777, 619468.5146095238 3350773.412910228))",2014-08-14 05:00:00+00:00,0.3493802346966082,0.2042677049593587,-0.14511252973724953,0.0,0.0,0.0,0.24955731049757732,0.061899304533139,-0.18765800596443832,0.0,0.0,0.0,88692.66815083897,46882.53325339948,-41810.13489743949
870,Bike Lane,Bike Lane,NA,NA,NA,"MULTILINESTRING ((624058.3600744356 3353743.51422214, 624131.2611992261 3353698.581489088, 624374.2805565161 3353569.557642316, 624727.9217021407 3353382.030224748, 625110.8741459778 3353178.890071743))",2014-10-05 05:00:00+00:00,0.46453380538157546,0.22684994745142298,-0.23768385793015248,0.0,0.0011286067037384229,0.0011286067037384229,0.3854642214868392,0.16703379215328656,-0.2184304293335526,0.0,0.0011286067037384229,0.0011286067037384229,178603.3644712289,73613.37225133863,-104989.99221989028
871,Roadway,Roadway - Shoulder,Shoulder,NA,NA,"MULTILINESTRING ((632577.7007155273 3338360.95039532, 632851.0562034042 3338878.969646212, 632951.1976928914 3339072.122836332, 632991.6737915695 3339133.842019752, 633015.7299165549 3339159.67161127, 633063.3468022599 3339196.323854357, 633116.887877612 3339226.953132538, 633157.2350505409 3339246.742451638))",2016-02-05 06:00:00+00:00,0.3572923063545805,0.20565839778829242,-0.15163390856628806,0.0,0.0,0.0,0.4525702547158019,0.16726883020114452,-0.2853014245146574,0.0,0.0,0.0,189055.26903575368,75844.07499235174,-113211.19404340193
872,Bike Lane,Bike Lane - Buffered,Buffered,NA,NA,"MULTILINESTRING ((627473.4631348092 3363764.072742824, 627874.4393562544 3363757.165768177, 628493.590563096 3363730.349803755, 628693.2923424614 3363776.292628433, 628862.0203468433 3363948.755485972, 628972.8386935943 3364131.673757799))",2014-11-20 06:00:00+00:00,0.5479897147143754,0.20164140480591497,-0.34634830990846044,0.0,0.0,0.0,0.475364571800422,0.1692347504621072,-0.3061298213383148,0.0,0.0,0.0,248734.51219457082,75940.49353049908,-172794.01866407174
873,Bike Lane,Bike Lane - Buffered,Buffered,Lane Conversion,NA,"MULTILINESTRING ((627314.0673373861 3364203.34519555, 627339.3408741218 3364208.675491294, 627398.2760119496 3364218.380516025, 627453.968798523 3364224.872932118, 627484.3968770506 3364225.017043783, 627530.6601235351 3364214.550562752, 627619.4053686333 3364180.451433892, 627718.9994017421 3364134.485903888, 627757.1536289207 3364112.877872314, 627775.7244792107 3364098.914917157, 627795.6755606907 3364080.418251819, 627815.5766611849 3364058.078816274, 627832.574654751 3364033.854729941, 627847.6263693963 3364007.734173538, 627859.8333413588 3363984.528550387, 627870.1782381337 3363952.083291689, 627876.3415644803 3363884.678488805, 627874.4393562544 3363757.165768177))",2015-09-17 05:00:00+00:00,0.35612629634061166,0.24945420149025394,-0.10667209485035772,0.0,0.0,0.0,0.22928679353436643,0.2164685219543526,-0.012818271580013835,0.0,0.0,0.0,114497.04349471447,93767.97889571256,-20729.06459900191
874,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),New,NA,"MULTILINESTRING ((621053.3471024991 3356605.214488607, 621068.249968166 3356594.393213755, 621088.0308947132 3356589.389734704, 621107.0375361572 3356585.983106493, 621114.998922552 3356588.002274108, 621121.9539032419 3356594.266770926, 621124.6959469683 3356602.170245236, 621134.9712150788 3356685.380883873, 621140.3039569412 3356732.142750527, 621137.5944801444 3356748.578585517, 621136.4009838296 3356759.175550756, 621139.7335594409 3356793.792108313, 621142.1400129572 3356795.879154613, 621147.9660294377 3356796.337155199, 621156.4209562817 3356795.44030535, 621167.305106992 3356794.425701823))",2023-05-25 05:00:00+00:00,0.13514221845371155,1.0812877759960526,0.9461455575423411,0.0,0.0,0.0,0.10940084351014745,2.7032194399901317,2.5938185964799843,0.0,0.0,0.0,51032.275825615834,629850.1295177008,578817.8536920849
875,Bike Lane,Bike Lane - Protected Two-Way,Protected Two-Way,Lane Conversion,NA,"MULTILINESTRING ((621628.9791402618 3356304.924817937, 621755.5681707482 3356548.246099513, 621762.1919201658 3356560.819379652, 621796.7254682041 3356624.48020558, 621828.7908136473 3356698.882341211, 621829.5381452844 3356710.171091487, 621822.9694111499 3356759.564147778, 621826.1127967217 3356792.58245307, 621831.3682935657 3356813.920993339, 621844.2780271759 3356834.856603224, 621883.4266294205 3356911.556503671, 621932.6810439932 3357004.200594191, 621940.1528337215 3357017.324401507, 621988.1855416028 3357104.76277973, 621999.1095908931 3357124.314816613, 622033.3404500765 3357186.893711697, 622048.447644265 3357203.581505666, 622066.8864717832 3357216.574385921, 622080.7383292658 3357222.311914658, 622094.342423246 3357224.727325115, 622126.0661757321 3357235.224335686, 622152.0334610631 3357245.328842847, 622167.7298399137 3357253.025879837, 622190.1332607715 3357268.222822448, 622213.3864458643 3357288.732098361, 622225.6684457378 3357299.564771896, 622263.9450503563 3357333.579498784, 622345.2411877917 3357405.475458462, 622395.6847824567 3357450.760389605, 622409.2940764911 3357459.59121237, 622426.2733370194 3357479.090591023, 622439.8453832739 3357500.106828949, 622453.4734745701 3357525.961943822, 622465.0601334237 3357533.385156078, 622480.0290938211 3357545.000171078, 622501.962575195 3357557.139841143, 622536.875315815 3357566.69810584), (622465.0601334237 3357533.385156078, 622453.0210513625 3357513.861957402, 622445.2945337476 3357500.341953084, 622439.6533349605 3357484.373617128, 622436.7776759306 3357472.004445442, 622426.0643254323 3357451.230699305, 622414.9565010273 3357439.836699329, 622341.343615972 3357376.336525419, 622261.1304461346 3357301.944971096, 622230.3261756697 3357275.090708402, 622201.1996102487 3357250.035680394, 622182.3940628477 3357234.929143675, 622129.1581694437 3357216.652284181, 622094.0969861258 3357204.615322385, 622077.3193163847 3357195.637156236, 622069.642775543 3357188.452366153, 622060.3011048747 3357178.911850621, 622051.9624954445 3357168.94685802, 622022.287269749 3357110.813859018, 622009.9722746057 3357091.656785631, 621964.4550571074 3357003.812840131, 621914.5088680593 3356911.177152053, 621869.2469294403 3356829.769983264, 621862.8791120198 3356814.94442068, 621855.6568749096 3356799.281884721, 621852.3099724271 3356786.562711877, 621848.2865506327 3356760.513221748, 621851.416106621 3356742.07266366, 621854.8972069225 3356711.044163881, 621851.450093991 3356688.85295331, 621839.4673092907 3356661.731582214, 621821.0472602108 3356620.04063311, 621784.5534462493 3356549.861108628, 621738.6017088469 3356457.384116716, 621693.6720011303 3356371.986650829, 621651.2598877806 3356293.836451717))",2015-05-03 05:00:00+00:00,0.3976280705805701,0.24218596267079243,-0.15544210790977767,0.018074003208207734,0.0,-0.018074003208207734,0.271110048123116,0.12356426666877164,-0.14754578145434438,0.018074003208207734,0.0,-0.018074003208207734,140109.67287002635,80331.60104670182,-59778.07182332453
878,Intersection,Intersection - Improvement,Improvement,NA,NA,"LINESTRING (622031.8310072126 3356408.359482292, 622031.6964930885 3356406.993856142, 622031.2981401192 3356405.680697756, 622030.6512474485 3356404.470500219, 622029.7807736824 3356403.409763616, 622028.7200108566 3356402.539206716, 622027.5097353298 3356401.892316543, 622026.1965883739 3356401.494000135, 622024.8309723365 3356401.359563432, 622023.4653276398 3356401.494026941, 622022.152207563 3356401.892325873, 622020.9419722197 3356402.539173492, 622019.8812416946 3356403.409819707, 622019.0106799554 3356404.470469643, 622018.3638139442 3356405.680708927, 622017.9654904547 3356406.993929808, 622017.8309861177 3356408.359538019, 622017.9655019412 3356409.725163945, 622018.3638563205 3356411.038321803, 622019.0107498936 3356412.24851859, 622019.8812239149 3356413.309254336, 622020.9419863145 3356414.1798104, 622022.1521646595 3356414.826698812, 622023.4654062456 3356415.225015864, 622024.8310193056 3356415.359563281, 622026.1966635417 3356415.224989169, 622027.5097822099 3356414.826690765, 622028.720016652 3356414.179843896, 622029.7807456793 3356413.309309364, 622030.6513090873 3356412.248549438, 622031.2981761445 3356411.03831084, 622031.6964998995 3356409.725201217, 622031.8310072126 3356408.359482292)",2020-02-25 06:00:00+00:00,0.17002211102059817,NA,NA,0.0,NA,NA,0.17002211102059817,NA,NA,0.0,NA,NA,48286.27952984988,NA,NA
879,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,"MULTILINESTRING ((621167.305106992 3356794.425701823, 621285.0484657411 3356777.7501203))",2019-01-15 06:00:00+00:00,0.1844464082817826,0.2424091587854654,0.0579627505036828,0.0,0.0,0.0,0.1844464082817826,0.32321221171395387,0.13876580343217126,0.0,0.0,0.0,61789.54677439717,91792.2681267629,30002.721352365726
880,Neighborhood Bikeway,Neighborhood Bikeway,NA,NA,NA,"MULTILINESTRING ((621285.0484657411 3356777.7501203, 621531.2554866753 3356648.874087065, 621748.0825368457 3356534.985297205, 621758.6450019272 3356554.086528742, 621781.2763558507 3356541.713608058, 622020.0244972227 3356417.071250749, 622322.3178316677 3356257.641800526, 622690.1624558354 3356056.572075521))",2020-02-25 06:00:00+00:00,0.1795333922395885,0.44179014212276985,0.2622567498831814,0.00427460457713306,0.0,-0.00427460457713306,0.09831590527406037,0.4970139098881161,0.39869800461405575,0.00427460457713306,0.0,-0.00427460457713306,62212.59501559455,267393.48351980647,205180.8885042119
881,Intersection,Intersection - Improvement,Improvement,NA,NA,"LINESTRING (622017.0778192857 3356427.652635841, 622016.9433036956 3356426.287009889, 622016.5449498061 3356424.973852043, 622015.8980567987 3356423.763655365, 622015.027487159 3356422.702918831, 622013.9667251816 3356421.832363321, 622012.7565471902 3356421.185475803, 622011.4434021352 3356420.787161102, 622010.0777884255 3356420.652726169, 622008.7121463941 3356420.787191445, 622007.3990292173 3356421.185492069, 622006.1887968989 3356421.832341245, 622005.1280706439 3356422.702877992, 622004.2575105864 3356423.763639862, 622003.610647276 3356424.973879963, 622003.2123274021 3356426.28699051, 622003.0778237839 3356427.652709696, 622003.2122449401 3356429.018334349, 622003.6106002372 3356430.331491668, 622004.2574941457 3356431.541687595, 622005.1280640417 3356432.602423271, 622006.1888255943 3356433.472977945, 622007.3990025384 3356434.119864777, 622008.7121460879 3356434.518179046, 622010.0777568204 3356434.652724694, 622011.4433983911 3356434.518148815, 622012.7565141591 3356434.119848719, 622013.9667455774 3356433.473000293, 622015.0275677093 3356432.602465479, 622015.8980320597 3356431.541703371, 622016.5448964162 3356430.331463955, 622016.9433139313 3356429.018354916, 622017.0778192857 3356427.652635841)",2020-02-25 06:00:00+00:00,0.215038163123699,NA,NA,0.0,NA,NA,0.09215921276729956,NA,NA,0.0,NA,NA,44973.695830442186,NA,NA
883,Trail,Trail - Grade Separated Crossing,Grade Separated Crossing,NA,NA,"MULTILINESTRING ((632973.5905605385 3340608.908380954, 632933.8149738073 3340601.459971048))",2017-08-14 05:00:00+00:00,0.2952210958811841,0.4333811242398774,0.1381600283586933,0.0,0.0,0.0,0.2952210958811841,0.0,-0.2952210958811841,0.0,0.0,0.0,298763.74903175834,22102.43733623375,-276661.3116955246
