,moped_component_id,substantial_completion_date,pre_annualized_crash_rate,post_annualized_crash_rate
118,195,2011-07-01 05:00:00+00:00,1.5235594910308363,0.15343853999372983
119,196,2011-10-05 05:00:00+00:00,1.2504738032646574,0.1630852253651127
120,197,2014-09-23 05:00:00+00:00,0.44343383347004683,0.2229878661633402
121,201,2012-08-31 05:00:00+00:00,0.6538094449508057,0.17128947163606195
122,203,2019-10-30 05:00:00+00:00,0.2092115834205379,0.39412514050206066
123,204,2019-10-30 05:00:00+00:00,0.21201087571337734,0.4015859199626843
124,205,2019-10-30 05:00:00+00:00,0.16843486400206417,0.30468179764346043
125,206,2019-10-30 05:00:00+00:00,0.20192044200825907,0.38382007755671593
126,209,2010-12-14 06:00:00+00:00,1.7850299016140443,0.13179064500146043
127,210,2013-06-14 05:00:00+00:00,0.7789922687283392,0.1851714122064378
128,211,2010-10-19 05:00:00+00:00,2.596820381159277,0.14719676766837442
129,212,2011-08-05 05:00:00+00:00,1.0993381174667316,0.15748595534071652
130,213,2016-02-03 06:00:00+00:00,0.2625101069086335,0.26973436426878167
131,215,2010-10-15 05:00:00+00:00,1.7252509348553435,0.14489495694143706
132,216,2010-07-19 05:00:00+00:00,3.0639636490737505,0.15955338987898673
133,218,2011-07-01 05:00:00+00:00,1.3027195720017832,0.1717291694859216
134,219,2019-08-01 05:00:00+00:00,0.20808995151528978,0.4011862591646758
135,220,2019-08-01 05:00:00+00:00,0.21267038897033594,0.402134862829034
136,226,2014-10-16 05:00:00+00:00,0.3900553698057513,0.19044257671556483
137,227,2011-07-07 05:00:00+00:00,4.5537662337662335,0.2563532680216406
138,230,2011-07-07 05:00:00+00:00,1.3062098996723255,0.1637280301381275
139,232,2010-10-20 05:00:00+00:00,2.373679935012185,0.14391871020646566
140,233,2010-06-22 05:00:00+00:00,5.516677155443675,0.1431351834954437
141,234,2012-01-11 06:00:00+00:00,1.2994367032315446,0.1889794334497478
142,235,2012-01-11 06:00:00+00:00,1.153927161035542,0.1794136058537579
143,236,2010-12-14 06:00:00+00:00,2.1969924812030075,0.1399155702304888
144,237,2016-02-03 06:00:00+00:00,0.39704683395235074,0.232532229826516
145,238,2011-04-28 05:00:00+00:00,1.9545150501672242,0.169998420373272
146,239,2011-04-28 05:00:00+00:00,1.8964868777979331,0.170819839421392
147,241,2012-12-17 06:00:00+00:00,0.694695162126029,0.1906651908525801
148,242,2011-09-16 05:00:00+00:00,1.0137151051183013,0.16364967616685694
149,243,2016-02-24 06:00:00+00:00,0.4106932029009951,0.22356674555527328
150,244,2015-05-01 05:00:00+00:00,0.4363591822215461,0.22567943175839947
151,245,2013-10-23 05:00:00+00:00,0.6079932562569025,0.2126276469304097
152,246,2016-10-14 05:00:00+00:00,0.32093022973577323,0.27392675664775734
153,247,2013-02-01 06:00:00+00:00,0.6878171261181147,0.16110730324567074
154,248,2010-06-01 05:00:00+00:00,24.016438356164386,0.14244505890524053
155,249,2010-08-26 05:00:00+00:00,2.9171381031613977,0.14440284124268776
156,250,2010-11-12 06:00:00+00:00,2.801150369761709,0.18110821866865004
157,251,2012-10-02 05:00:00+00:00,0.9671440234780113,0.17918593658175128
158,252,2014-08-08 05:00:00+00:00,0.4203971146985317,0.23267333201572635
159,254,2016-02-04 06:00:00+00:00,0.325309871940532,0.23661246574451564
160,255,2016-02-04 06:00:00+00:00,0.33478029150285404,0.22805374446165486
161,256,2015-01-07 06:00:00+00:00,0.3326502732240437,0.23253692957170036
162,258,2010-07-09 05:00:00+00:00,3.0669904710942806,0.14194152341716687
163,259,2018-10-22 05:00:00+00:00,0.24102452359902604,0.37381182358638904
164,260,2012-12-17 06:00:00+00:00,0.6767299155178986,0.19359274864314607
165,261,2015-08-15 05:00:00+00:00,0.3468265401828833,0.2425971561906883
166,262,2019-06-17 05:00:00+00:00,0.19556051310652536,0.36859145707815494
167,263,2017-06-20 05:00:00+00:00,0.24334313225286763,0.28911009128365117
168,264,2014-06-07 05:00:00+00:00,0.471928538594377,0.2511750835931169
169,265,2014-06-07 05:00:00+00:00,0.4283511169575441,0.209896540811922
170,266,2014-06-07 05:00:00+00:00,0.4759024422380238,0.2552296739977111
171,267,2014-06-07 05:00:00+00:00,0.4865110318417348,0.22746970443988895
172,268,2014-06-07 05:00:00+00:00,0.4782584974630367,0.2209776217914676
173,269,2019-03-01 06:00:00+00:00,0.24260237122646208,0.36272903321912703
174,270,2016-01-19 06:00:00+00:00,0.5770901909150757,0.20718862402825944
175,271,2016-01-19 06:00:00+00:00,0.3684741488020176,0.22750400868653964
176,272,2018-01-01 06:00:00+00:00,0.27366725358708277,0.309854410718964
179,277,2020-12-17 06:00:00+00:00,0.1902690594639648,0.47327502429543244
180,280,2020-12-17 06:00:00+00:00,0.13085535154500672,0.8518950437317784
183,284,2020-12-17 06:00:00+00:00,0.1965911639381027,0.64332892998679
184,285,2020-12-17 06:00:00+00:00,0.20243518021372778,0.9592908732764281
187,288,2020-12-17 06:00:00+00:00,0.20606194108259815,0.651399843180665
188,289,2020-12-17 06:00:00+00:00,0.1902690594639648,0.47327502429543244
189,290,2020-12-17 06:00:00+00:00,0.13085535154500672,0.8518950437317784
190,291,2020-12-17 06:00:00+00:00,0.1732890523069624,0.42983230361871144
191,293,2020-12-17 06:00:00+00:00,0.4177866742922505,1.243404255319149
192,294,2020-12-17 06:00:00+00:00,0.13085535154500672,0.8518950437317784
194,297,2011-09-02 05:00:00+00:00,1.1134770609360385,0.16550435189973908
195,298,2012-08-03 05:00:00+00:00,0.8327686120523132,0.16341569051110005
197,302,2019-01-13 06:00:00+00:00,0.2669238788165375,0.34315913094539047
198,303,2013-09-05 05:00:00+00:00,0.5927378456961254,0.2931327634858614
199,304,2018-05-07 05:00:00+00:00,0.33117987079224753,0.506032442417595
200,305,2018-05-07 05:00:00+00:00,0.35351050530306083,0.8700744416873449
201,306,2010-04-19 05:00:00+00:00,18.07422680412371,0.14218806983983134
202,307,2010-04-19 05:00:00+00:00,5.434593924364538,0.1610643736884005
203,308,2014-09-10 05:00:00+00:00,0.4281727079908218,0.20566941106922307
204,309,2013-07-16 05:00:00+00:00,0.5391608133541633,0.18959881300674675
205,310,2010-04-19 05:00:00+00:00,8.757242757242759,0.14921732188415515
206,311,2010-04-19 05:00:00+00:00,4.997719498289623,0.16650401434658962
207,312,2010-04-19 05:00:00+00:00,5.871399866041528,0.14759547343219037
208,313,2010-04-19 05:00:00+00:00,4.286552567237163,0.1451603497072933
209,315,2010-04-19 05:00:00+00:00,6.876274691578121,0.13037447346181152
210,316,2018-10-19 05:00:00+00:00,0.3004009458209109,0.19220733659306685
211,317,2018-10-19 05:00:00+00:00,0.29408353502192613,0.4529998449692523
212,318,2010-04-19 05:00:00+00:00,6.326017744194932,0.14179282588393977
213,319,2010-04-19 05:00:00+00:00,8.863498483316482,0.15714902879195722
214,320,2010-04-19 05:00:00+00:00,8.585700293829579,0.14270421112358986
215,321,2010-04-19 05:00:00+00:00,15.452530848652733,0.12940846484300034
216,322,2014-08-06 05:00:00+00:00,0.4242082334969447,0.2158459897329666
217,323,2010-04-19 05:00:00+00:00,7.3626742818746855,0.13930987717707707
218,324,2010-04-19 05:00:00+00:00,8.453230472516875,0.13974639679668702
219,325,2011-05-31 05:00:00+00:00,1.5414102338667135,0.14572969255765125
220,326,2023-08-01 05:00:00+00:00,0.14275629583317698,2.9268781302170286
221,327,2014-09-09 05:00:00+00:00,1.0767718953445524,0.28260098649215
222,328,2014-08-06 05:00:00+00:00,0.4433452272519943,0.21190376448443116
223,329,2011-10-28 05:00:00+00:00,1.424670892247684,0.16236349763904764
224,330,2014-09-02 05:00:00+00:00,0.4760202797099231,0.1932411877521328
225,332,2010-08-24 05:00:00+00:00,2.857794875138554,0.15495428831539457
226,333,2010-04-19 05:00:00+00:00,6.645943896891584,0.13599904845140637
227,334,2014-12-17 06:00:00+00:00,0.3873071417210116,0.22496741753874952
231,338,2023-05-22 05:00:00+00:00,0.13097204510035867,2.1495831289847964
232,339,2023-05-22 05:00:00+00:00,0.13187895433988556,2.1495831289847964
234,341,2010-11-22 06:00:00+00:00,1.8851612903225807,0.14246361619658224
235,343,2010-04-19 05:00:00+00:00,6.429514449171189,0.14590433398462793
236,344,2010-04-19 05:00:00+00:00,7.9784163307762315,0.15370015393555814
237,345,2010-04-19 05:00:00+00:00,5.516677155443675,0.13961272718314852
238,346,2012-02-01 06:00:00+00:00,1.0494034792663058,0.18036930073733995
239,347,2010-04-19 05:00:00+00:00,31.195729537366546,0.13860788693415138
240,348,2010-04-19 05:00:00+00:00,8.07926267281106,0.12945021147502672
241,349,2013-02-15 06:00:00+00:00,0.659498402036726,0.17374110282884028
242,350,2011-12-22 06:00:00+00:00,1.09438202247191,0.19197101757591306
243,351,2010-04-19 05:00:00+00:00,7.904418394950405,0.13833055791289645
244,352,2014-02-28 06:00:00+00:00,0.5922706184406108,0.20153139279999596
245,353,2012-04-23 05:00:00+00:00,0.587494135781784,0.13916613645994508
246,354,2012-04-23 05:00:00+00:00,0.9072521623419828,0.17984668299594903
247,355,2010-04-19 05:00:00+00:00,6.5323280585631,0.1468114934146412
248,356,2010-04-19 05:00:00+00:00,7.68273444347064,0.1523129015825103
249,357,2010-04-19 05:00:00+00:00,8.375692719281483,0.16098309049205434
250,359,2010-04-19 05:00:00+00:00,6.723798898263719,0.15334408604323166
252,361,2012-04-01 05:00:00+00:00,0.8493231380968806,0.21056448674512043
253,362,2014-08-01 05:00:00+00:00,0.42449256305479094,0.20644827017733922
254,364,2010-05-22 05:00:00+00:00,5.569809049259272,0.14776662208259542
255,365,2010-06-22 05:00:00+00:00,5.801455989410986,0.17291228465670874
256,367,2010-04-06 05:00:00+00:00,41.94258373205742,0.14295950414112116
257,368,2010-06-03 05:00:00+00:00,5.7241739584693745,0.14251913524444268
258,369,2010-07-30 05:00:00+00:00,3.651739220995626,0.14134686062002352
259,370,2010-07-30 05:00:00+00:00,3.6322201044170046,0.14367023900957768
260,371,2010-05-18 05:00:00+00:00,9.453397011246341,0.14440948676359533
261,372,2010-05-18 05:00:00+00:00,6.440852314474651,0.15136608733645018
262,373,2018-05-02 05:00:00+00:00,0.24317507729184984,0.37730535527404785
263,374,2013-10-29 05:00:00+00:00,0.49761015428980143,0.24991345358872333
264,375,2013-10-29 05:00:00+00:00,3.0898836799436022,0.19176443993962242
265,376,2013-10-29 05:00:00+00:00,0.4919201931349627,0.18687616916194047
266,377,2013-10-29 05:00:00+00:00,0.49761015428980143,0.24991345358872333
267,378,2019-06-27 05:00:00+00:00,0.22141619475330002,0.3027247297717305
268,379,2010-07-30 05:00:00+00:00,5.5671281595325794,0.15240994573748834
269,380,2010-07-30 05:00:00+00:00,3.1903433216062114,0.15108267333346223
270,381,2011-03-12 06:00:00+00:00,1.7317265902805217,0.16930493429438895
271,382,2010-06-09 05:00:00+00:00,3.255105829929447,0.1486771700659227
272,383,2011-05-05 05:00:00+00:00,1.825652316206004,0.1578249006026638
273,385,2010-09-16 05:00:00+00:00,2.35784603797945,0.16530244536893646
274,386,2016-03-17 05:00:00+00:00,0.33877138645510707,0.25961972819379153
275,387,2011-09-24 05:00:00+00:00,1.2504992867332383,0.15533461667816376
276,388,2010-06-09 05:00:00+00:00,2.9406239516940627,0.11633678477296676
277,389,2010-07-19 05:00:00+00:00,4.407239819004525,0.15835551738238623
278,390,2010-07-30 05:00:00+00:00,2.9406239516940627,0.14592745815305047
279,392,2014-11-03 06:00:00+00:00,0.3600591472931899,0.3555263542122938
280,393,2010-10-15 05:00:00+00:00,2.7837408701174975,0.1389174763733454
281,394,2021-12-17 06:00:00+00:00,0.16513214657539343,0.9226456676676419
282,395,2021-12-17 06:00:00+00:00,0.1785140370088421,0.8153169418639005
283,396,2021-12-17 06:00:00+00:00,0.17634254732776067,0.8816735289399507
284,397,2021-12-17 06:00:00+00:00,0.1686582291911448,0.9099449985525935
285,398,2022-06-10 05:00:00+00:00,0.1650354447359867,0.9806466047656337
286,399,2011-10-28 05:00:00+00:00,1.1022682207283456,0.16319559621759963
287,400,2021-06-18 05:00:00+00:00,0.19363169397596597,0.7865784987153873
288,401,2021-06-18 05:00:00+00:00,0.19634322257584125,0.6906698936744049
290,405,2016-10-07 05:00:00+00:00,0.29908901702548707,0.41374427715108325
292,407,2016-10-07 05:00:00+00:00,0.42556496832293617,0.25719566939529975
293,408,2016-10-07 05:00:00+00:00,0.798869953522282,0.26205494604047713
294,409,2014-08-14 05:00:00+00:00,0.48597756893106536,0.22898395707221034
295,410,2014-07-07 05:00:00+00:00,0.3760159637350062,0.21938313018997133
296,411,2011-12-13 06:00:00+00:00,0.8184873949579832,0.17953981942647304
297,412,2013-09-23 05:00:00+00:00,0.5573789443869618,0.20519030928724105
298,413,2014-10-21 05:00:00+00:00,0.515708943896797,0.2271404980196637
299,414,2011-05-11 05:00:00+00:00,1.4079238091930772,0.16190980005294792
300,415,2011-10-11 05:00:00+00:00,1.074691264274853,0.15215408329245872
301,416,2011-05-03 05:00:00+00:00,1.914391788600131,0.17674804197073188
302,417,2015-04-17 05:00:00+00:00,0.40762386341645424,0.24770663045994754
303,418,2011-08-29 05:00:00+00:00,1.2003755942017644,0.16255891023661115
304,419,2014-09-29 05:00:00+00:00,0.40643599835205374,0.19808673673257138
305,420,2011-12-07 06:00:00+00:00,1.421206225680934,0.15615384182666073
306,421,2014-07-30 05:00:00+00:00,0.43656103188963963,0.2446921947488597
307,422,2011-01-07 06:00:00+00:00,2.269915254237288,0.18694044834998702
308,423,2010-12-02 06:00:00+00:00,2.362644026682838,0.1546948140224274
309,424,2011-08-10 05:00:00+00:00,1.6511584102467507,0.16306416484507127
310,425,2011-10-05 05:00:00+00:00,1.0293967980584804,0.17185919614069167
311,426,2011-10-29 05:00:00+00:00,0.981999563697253,0.15714279750513666
312,428,2010-12-27 06:00:00+00:00,1.463439065108514,0.1826127087599873
313,429,2014-09-29 05:00:00+00:00,0.40484298755870934,0.23591454673665316
314,430,2018-05-11 05:00:00+00:00,0.2667024386735961,0.36143982187770585
315,431,2018-05-11 05:00:00+00:00,0.28835336609627565,0.3258663375538092
316,432,2014-11-14 06:00:00+00:00,0.41966596296973746,0.23570522604545174
317,434,2017-05-31 05:00:00+00:00,0.25293267119137464,0.2675865016254827
318,435,2011-04-01 05:00:00+00:00,1.3044254635278714,0.16821230903344125
319,436,2023-10-01 05:00:00+00:00,0.14394861755974153,3.409568261376896
320,437,2011-05-19 05:00:00+00:00,1.4662949540005574,0.16835178842480686
321,438,2019-01-11 06:00:00+00:00,0.23312451982743337,0.38202736860454983
322,439,2013-10-08 05:00:00+00:00,0.5461318507092663,0.19790305065467204
323,441,2011-06-14 05:00:00+00:00,1.2649056252472828,0.16752382836616994
324,442,2011-10-14 05:00:00+00:00,1.1440130505709625,0.1561481323144338
325,443,2011-05-12 05:00:00+00:00,1.4955664479478394,0.16138084384090587
326,445,2011-10-14 05:00:00+00:00,0.9449175379971975,0.20504783513835934
327,446,2014-03-19 05:00:00+00:00,0.6315246967287156,0.2872497296588787
328,447,2011-09-24 05:00:00+00:00,1.0353485076011946,0.16881012337303639
329,448,2014-12-02 06:00:00+00:00,0.380369695391825,0.23583535108958836
330,449,2011-08-10 05:00:00+00:00,1.10835756732836,0.1629721438973755
331,450,2012-06-26 05:00:00+00:00,0.9257577357693527,0.18706634749891643
332,451,2013-07-01 05:00:00+00:00,0.455873940402517,0.18852495309710893
333,452,2011-08-16 05:00:00+00:00,1.8552380952380951,0.1509418553337364
334,453,2011-08-16 05:00:00+00:00,0.9657375784950974,0.17127048075307433
335,454,2011-10-14 05:00:00+00:00,1.1462319661770475,0.17029395118228072
336,455,2012-01-18 06:00:00+00:00,2.987730061349693,0.15357865357758094
337,456,2014-08-07 05:00:00+00:00,0.43054815221043213,0.22193321776116
338,458,2011-08-18 05:00:00+00:00,1.0406394681650903,0.14303329798021003
339,460,2013-01-28 06:00:00+00:00,0.7158255756981872,0.16100863267822937
340,461,2011-09-08 05:00:00+00:00,32.58736059479554,0.20916947834096103
341,462,2011-08-11 05:00:00+00:00,1.0340922496166096,0.1730765257230807
342,463,2011-08-18 05:00:00+00:00,1.1993432754138733,0.1525030795693373
343,464,2011-08-24 05:00:00+00:00,1.208603336550393,0.18123518698465743
344,465,2011-11-01 05:00:00+00:00,1.0883222009783229,0.19071590062426372
345,466,2011-09-13 05:00:00+00:00,1.3391198077964643,0.16894454859716027
346,467,2011-11-01 05:00:00+00:00,1.1312427409988384,0.19597147392188863
347,468,2011-11-01 05:00:00+00:00,1.345097437471229,0.18395413832902507
348,470,2013-09-27 05:00:00+00:00,0.5677618734790936,0.17503421686047146
349,471,2011-09-23 05:00:00+00:00,1.2009297008234088,0.16153288991050185
350,472,2011-09-23 05:00:00+00:00,1.2588195873821264,0.1818744763196744
351,473,2011-09-23 05:00:00+00:00,1.2535944117485285,0.17911557404230677
352,474,2011-10-28 05:00:00+00:00,1.0025624936246766,0.16262252915029368
353,475,2011-10-29 05:00:00+00:00,1.0731562286853564,0.1686487377866949
354,476,2011-10-22 05:00:00+00:00,1.2089843365185697,0.1772023054302705
355,477,2011-10-20 05:00:00+00:00,1.0988513633874553,0.14998375372961922
356,478,2012-08-12 05:00:00+00:00,0.7969028812762498,0.1910289470816838
357,479,2012-04-06 05:00:00+00:00,0.8615233415233415,0.1447872621564482
358,480,2014-01-06 06:00:00+00:00,0.4656816455413396,0.20273311444212477
359,481,2011-10-31 05:00:00+00:00,0.9194654807107345,0.16076762834032624
360,482,2011-06-12 05:00:00+00:00,1.3716686830444889,0.156500091984261
361,483,2011-08-12 05:00:00+00:00,2.972533062054934,0.15745369648340155
362,484,2014-06-02 05:00:00+00:00,0.4766168895486964,0.20456719986101857
363,485,2011-08-25 05:00:00+00:00,1.5912143764748594,0.169588226293509
364,486,2018-10-22 05:00:00+00:00,0.19145084182321656,0.43119916434943384
365,487,2011-08-11 05:00:00+00:00,1.0972587307547879,0.1287996098139946
366,488,2013-09-23 05:00:00+00:00,0.5067040307421254,0.21434121843538212
367,489,2017-03-07 06:00:00+00:00,0.2129878735670267,0.32557828586709453
368,490,2011-09-08 05:00:00+00:00,1.042289247354445,0.14993672351780726
369,491,2014-05-15 05:00:00+00:00,0.4599163600066147,0.20803310044776235
370,492,2018-10-19 05:00:00+00:00,0.2497169778575933,0.3596647250419742
371,493,2016-11-01 05:00:00+00:00,0.26202925305820357,0.2678380258995759
372,494,2016-11-01 05:00:00+00:00,0.33982766047451407,0.27549532270182303
373,495,2018-10-19 05:00:00+00:00,0.2542972919368406,0.3685768456627735
374,496,2014-01-31 06:00:00+00:00,0.48489145684674223,0.20112448286105536
375,498,2018-10-19 05:00:00+00:00,0.27299429638299993,0.3682331266990321
376,500,2012-01-30 06:00:00+00:00,1.0242177044165444,0.16569256203627533
377,501,2021-04-01 05:00:00+00:00,0.15192111055267674,0.9877183098591549
378,502,2021-07-12 05:00:00+00:00,0.14573808375866598,1.3639334059436752
379,503,2013-08-23 05:00:00+00:00,0.7009675687407898,0.19037897708763168
380,504,2013-08-23 05:00:00+00:00,0.5573932641425453,0.1828837764246369
381,505,2015-09-01 05:00:00+00:00,0.3231816767860641,0.23677043134008072
382,506,2015-09-01 05:00:00+00:00,0.31940797222984835,0.2435471345775025
383,507,2018-10-19 05:00:00+00:00,0.23672526298525726,0.3985958658069679
384,508,2017-10-09 05:00:00+00:00,0.3713085173073991,0.3350042356418112
385,509,2013-10-29 05:00:00+00:00,1.6586565752128668,0.2667924643150622
386,510,2013-10-29 05:00:00+00:00,0.5381149402708377,0.2012138305816158
387,511,2013-10-29 05:00:00+00:00,0.8158213122382503,0.21551321450522434
388,512,2013-10-29 05:00:00+00:00,0.5114054022519106,0.20077598567129173
389,513,2013-10-29 05:00:00+00:00,1.5572925919346243,0.1508180926655541
390,514,2013-10-29 05:00:00+00:00,0.89916914555339,0.16502569701989872
391,515,2013-10-29 05:00:00+00:00,0.5381149402708377,0.2012138305816158
392,516,2013-10-29 05:00:00+00:00,0.6546187738033007,0.1659441552295315
393,517,2012-12-10 06:00:00+00:00,0.6925629411145053,0.19333496621239588
394,518,2015-12-20 06:00:00+00:00,0.40865788044819584,0.30363052131792245
395,519,2015-12-20 06:00:00+00:00,0.3751758479780274,0.25233132863455704
396,520,2011-09-23 05:00:00+00:00,1.3625402464749639,0.1965412712477699
397,521,2011-08-05 05:00:00+00:00,1.257833659175291,0.15900074491441243
398,522,2011-07-15 05:00:00+00:00,1.5126833477135462,0.13397032130909367
399,523,2018-10-08 05:00:00+00:00,0.22218842673560946,0.38717551147550894
401,525,2018-10-08 05:00:00+00:00,0.2131246120107689,0.3814908154343431
402,526,2018-10-08 05:00:00+00:00,0.2051516627909698,0.3410921485770317
403,527,2018-10-08 05:00:00+00:00,0.21034106638347877,0.387192128268987
404,528,2018-10-08 05:00:00+00:00,0.2574808526887011,0.3205053726310658
405,529,2011-09-19 05:00:00+00:00,1.126590412543375,0.18134290734305192
406,530,2011-09-23 05:00:00+00:00,1.392339117009854,0.21603036719036597
407,531,2012-03-19 05:00:00+00:00,1.1651646861791212,0.1534160410586996
408,532,2011-11-15 06:00:00+00:00,1.3709727869878012,0.14675376435021822
409,533,2016-03-23 05:00:00+00:00,0.2959866559518101,0.26170623835133855
410,534,2016-03-23 05:00:00+00:00,0.3230480081285832,0.34709958424074444
411,535,2016-03-23 05:00:00+00:00,0.35237367849821116,0.2541490467650482
412,536,2012-01-20 06:00:00+00:00,0.8139275766016714,0.21277573014574908
413,537,2016-10-14 05:00:00+00:00,0.3351924179936088,0.2711533883750674
415,539,2013-03-18 05:00:00+00:00,0.5385513300976839,0.187536101662281
416,540,2016-03-23 05:00:00+00:00,0.3866895539849826,0.2820818109215796
417,541,2013-03-18 05:00:00+00:00,0.32693096632230634,0.16553856280737345
418,542,2011-11-07 06:00:00+00:00,1.8693109120818865,0.16522692277579143
419,543,2011-11-15 06:00:00+00:00,1.0150062526052521,0.16744790503145998
420,544,2011-10-28 05:00:00+00:00,1.2081591399825424,0.1829111616089855
421,545,2011-10-28 05:00:00+00:00,1.2584753583953732,0.16907194208893728
422,546,2016-01-29 06:00:00+00:00,0.3052877691747285,0.2804570963990108
423,547,2017-08-14 05:00:00+00:00,0.2571558000943062,0.33740473685561057
424,548,2012-06-27 05:00:00+00:00,0.8123737326932701,0.1736097838653218
425,549,2012-01-17 06:00:00+00:00,1.0563991323210413,0.18379274030357162
426,550,2018-10-19 05:00:00+00:00,0.24441111030563936,0.40131463227162
427,551,2012-01-11 06:00:00+00:00,0.9047840222944727,0.17739342326726454
428,552,2012-01-17 06:00:00+00:00,0.9644413149672139,0.18600243573760333
429,553,2017-12-18 06:00:00+00:00,0.27004163451226426,0.33818055014173903
430,554,2012-12-20 06:00:00+00:00,0.9016251057118695,0.1645080850342417
431,555,2012-09-21 05:00:00+00:00,0.6940886508633106,0.15637760083313446
432,556,2012-07-16 05:00:00+00:00,0.8836350947931609,0.15895271078062292
433,557,2012-08-08 05:00:00+00:00,0.8230599502370781,0.1580169968114016
434,558,2012-09-21 05:00:00+00:00,0.6551931444838377,0.15773743798124348
435,559,2012-09-21 05:00:00+00:00,0.882032431399432,0.18017402196806956
436,560,2012-08-20 05:00:00+00:00,1.0457768082350536,0.15545774579038518
437,561,2012-09-21 05:00:00+00:00,0.7069468862401007,0.16904453310625445
438,562,2012-09-21 05:00:00+00:00,0.7154671331417138,0.15231667085964717
439,563,2012-08-08 05:00:00+00:00,1.2544834183193112,0.15301288961474188
